nose x,nose y,L eye x,L eyey,R eye x,R eye y,L ear x,L ear y,R ear x,R ear y,L shoulder x,L shoulder y,R shoulder x,R shoulder y,L elbow x,L elbow y,R elbow x,R elbow y,L wrist x,L wrist y,R wrist x,R wrist y,L pelvis x,L pelvis y,R pelvis x,R pelvis y,L knee x,L knee y,R knee x,R knee y,L ankle x,L ankle y,R ankle x,R ankle y
248.14514670455662,545.3881274387322,238.8621507611191,558.236577179189,232.06362540261787,532.6017990195869,255.65250463653027,560.8603316773982,239.84793412057977,502.65001679302435,310.72906360291597,558.5878084314353,297.48268395139456,471.21893768895495,417.5196878533614,580.0912064450986,389.7723729986893,447.35295374056597,495.6131623920641,593.3291488931578,440.1852042214912,413.530233326773,488.00380639862595,506.93683670227784,477.71575793885347,441.803666414593,553.1397956714295,521.6926927347173,486.0094947145696,405.032076464817,639.6196505897923,515.5561553269853,532.9814629805716,378.06862169915456
249.41765032316508,546.7233794464078,238.93636402330898,559.4751223076343,233.2316964132744,532.9453888440837,255.07395292583263,561.7196421294196,239.4245127627724,503.7131422529607,310.2745056152344,558.5598500848208,297.2611597964638,470.7052205347936,420.58815403988484,580.0106908457694,388.32234901294373,445.73766501553087,496.8514663294742,593.4300253660238,440.6621377509937,411.72326111976315,488.22777865225805,507.64861559162784,476.6186162045127,440.88394148326256,551.954928615637,522.2982684466559,487.60936670136033,406.3467054586421,635.162269190738,552.2707564990073,532.4034988671018,378.45544119393054
251.7214939050507,548.2978511613927,240.46843880101252,560.0893774377295,232.99453936125101,534.5746180522873,256.30417807060377,560.9962596245689,239.28390436005174,503.7518878782174,310.95934583429704,557.9820924990801,297.4359626100774,470.1900561563548,420.96649571468953,579.5236543653307,385.39846855297424,445.75097843433394,512.8909067522015,594.9682710779197,423.16049140796326,422.4801759416929,502.5266546952097,503.7105430778512,478.2770739103618,440.6836071202423,550.6024865936814,522.1779462933409,508.9650625931589,404.18668765750147,634.6192222729063,552.0604198576979,572.4888972232216,357.1979038869434
251.53267676370183,548.7229981270964,240.48322309527478,560.9697037119201,232.7450615063048,534.7885018188878,256.77243483693974,561.3391609651496,240.1408178764477,504.3866815807263,310.8771096614369,557.914420354536,297.7566461395799,471.0839220257996,420.29774582176873,579.2906123784912,383.74722965976645,446.55539254630384,496.75042035286884,593.0808521283286,423.4690267997875,422.00446138246167,502.3400236430921,503.48882434924354,477.438192534865,440.4624419196673,550.6606634039628,523.0109384626575,489.972626535516,402.88270797813055,634.6444394295676,552.0316470961973,530.7076825593647,351.3444407067189
251.22616282680576,549.6453235705607,240.08467757911012,561.8643007978291,232.41915050305818,535.808655319966,256.5034632097211,561.6826288697492,239.10750874301843,505.24415132119384,317.0378956041838,555.5381201653204,299.0653041371128,467.61162013109254,416.7875524152789,579.5180736261808,382.3784376445569,450.1745110769784,495.7199376089531,592.9590913369386,423.24035242984166,421.4685834067805,500.84782717520727,484.30073164640095,473.1082695408871,429.4113226030899,555.0415413839775,492.05241559499717,465.8397406862493,402.0331562623006,647.3413852223179,471.68232014249736,511.21647282650594,351.38017735893857
251.88047509444385,549.7250115518893,240.83394703112148,561.5373392930297,232.79406698126542,535.8497843580466,256.70520313999106,561.7847224524875,239.28064848247325,506.0201708823932,317.348343698602,556.6137374426684,299.05412640487936,467.8454870618839,416.9831339518229,579.2381542326979,382.81167699579606,449.387573877274,496.5918174542879,593.6427358938595,423.10110393323396,421.3340814429593,502.27591464394015,504.3098066983844,472.995760064376,428.9088515149019,553.7290619967276,522.6788096098884,467.4429525408828,401.1069226970025,636.7388996325041,515.088171065833,511.09044861375236,351.78055127113566
251.0922977380585,550.4133891745961,239.9707111559416,562.1845079068939,232.233528003358,536.6896378014723,256.0074996948242,562.2196816719113,238.91072992692912,506.3373731966217,317.221465529057,556.8513734447733,298.824821606017,467.9614645549528,416.9362305758292,579.8221744399473,384.1558807774594,449.4534681138439,496.56134906568025,593.544721321365,424.32372779176944,421.71454104771357,502.170933505945,504.19642303232814,479.03890843977007,442.0606030300178,553.7176393207751,522.8940558041826,489.42469379358124,404.136573440535,637.4129352234958,515.327331735166,530.6362192254317,351.5597851722943
253.11733446623148,551.1854297516771,240.45589112398915,562.2408226990882,232.97981797603137,537.1610828245065,255.42619604813424,562.5291508051025,239.20639171934963,506.67755561486,317.4384642483895,557.1540971235795,298.8724330433628,467.87886186079544,416.91576639811194,580.0625112310036,385.43658540959945,448.7787251300122,496.5455197451407,594.0410367499828,424.2613795765659,420.99427138597,501.0197589271947,505.53468535006505,472.91447212821555,429.6953703931493,574.3166772942793,514.7858184112515,466.67250917668923,403.03392441614824,667.4608491596422,513.0519383107714,511.3658824719881,352.1307700617812
253.5607287758275,550.907699066864,241.0587712338096,562.4664595772115,232.9969687210886,537.0935963592028,256.212840833162,562.9335067097225,239.1062177691543,506.3542658292973,317.6922727885999,557.1965717094229,298.89942503812017,468.0868974833995,416.43504092567844,579.7242293927129,385.0139818693462,449.21189135815723,495.30181709088777,592.9269786889033,424.86814398514593,420.3702621209269,501.4412555359957,484.8411534989389,492.09203335276817,431.76356270697136,556.3838617425215,492.72436043780056,489.40904215762487,403.3034678330688,646.9623127318265,472.0230934001008,531.0204261645936,351.78132206560616
255.25116234494928,551.6575691081085,241.56060469777958,562.3759119508039,233.57674515038204,537.3596366055041,255.71032206217447,563.3437954922496,239.18045110869824,506.16706639234496,318.26355515864856,557.9889845247467,299.093969244706,468.2578721312808,416.04893065335455,579.6952226519716,384.2048544632761,448.8640491698684,493.5821019975762,591.7118643251985,424.8253551282381,420.50201783697287,500.42938700893467,504.97473358455125,492.2875986601177,432.282886651364,574.7727578146415,515.4359220857818,489.2797543709738,403.33166208089636,667.6455434163411,514.1232729323723,530.9653111508018,351.5553368926701
255.91019279078432,552.5709117542614,241.77115122477213,562.4227397204229,234.10484581662897,537.9871718541424,255.40528883013806,563.3654730004,239.3380355834961,505.7873588637219,318.4549231278269,558.1783058191573,298.6437546579461,472.57334981795077,416.0302814684416,579.5343398630031,384.2617332726194,448.4010869806463,493.00958758906313,591.2917365484666,424.91701895730534,420.236976849158,499.3406088310375,505.58922791663815,496.95077461108826,445.81969746885267,574.7262399238452,516.4038163234213,510.455048544365,403.7043358592841,667.7019119262695,514.1118343558003,571.7213292707477,358.92234758766693
256.3211481194747,553.4812821955435,241.8713224979869,562.477339277654,234.3057224206757,538.8368405595928,255.30118172628838,563.2185806658808,239.33189592863383,505.83415805444787,318.28016314590184,558.3274508723815,298.5976650840358,472.88694149823726,416.10699971516925,579.4227183948864,384.81047747427954,448.3189971606285,492.79234735589273,591.0925266228265,424.8535999498869,420.5668127053669,499.1219129060444,505.8993359802848,496.9760289108544,447.2946965028527,571.0093595270524,541.8617524296404,512.4803114773935,425.3583966993685,655.2299767209772,570.4436119388777,572.5829275030839,404.2308459746746
255.65067692806844,553.0464872629723,242.2431601139537,562.3048659927351,233.82407807467274,538.8442761273922,256.5875377989652,562.6514713082621,239.06003048545435,506.26688260499384,318.44696178770903,559.0519027459269,299.0013657954701,468.7650214672611,416.13718802468816,579.027615700729,383.4283323455275,447.9590724096893,493.3012091486077,590.8675716270623,424.98543454889665,420.89432080238566,498.2281848840546,506.3943972801718,490.9611481114437,432.3940368184385,574.1609305666203,517.3031292818201,488.33712326852896,400.14994659925213,667.4626581292403,513.9876625754616,531.1555266798588,351.859830123049
255.06499173348408,554.5693311242128,241.46068372224505,562.9187842345054,233.7440042328416,539.7369040481885,255.63520732678865,563.2418809871945,239.59927140620715,506.2857192709046,318.50393730297424,558.9751896435172,298.64382559793034,473.7075115425302,416.3074413098787,579.3237318057742,383.4008727157325,448.5361191685855,492.6370857473005,590.3521848847806,425.52652860942635,421.2550071557537,497.6223989118609,506.6833569630083,495.1318287431148,445.7878899965986,574.0361986662211,517.04969241089,510.9230312548185,403.08415340828867,667.4119768644633,514.2251262685686,571.6821918152926,358.50202182297636
250.933668571606,552.2838346015453,240.66734782436436,563.6973583476306,234.66763278894257,538.8922353119866,256.2499765764203,566.1711209183325,239.5756811844675,506.54123462956943,318.49515145285085,558.7798570881538,298.7963104248047,473.6526335500026,417.45697824578536,579.1500804353778,383.8448872482567,448.603034233603,492.76159838626256,588.1610394882085,425.71807325932014,420.38049303036007,497.42570676301654,507.4883685576824,494.99212582906085,445.3105031543076,573.3077500995837,517.3586516364642,511.3552297625625,403.3266697995373,667.2493784051192,514.0058404226814,571.6554501182154,358.0993799416416
250.6309536047149,552.1860366269766,240.53127623440926,563.8717477554037,234.3388058846457,538.4650801358845,256.1361982111345,566.1522822468853,239.56074898703056,506.476592181938,318.52309912966007,558.6857987703655,298.6639792459053,473.54872687883994,417.2233461078844,579.4151521747501,383.22285786009667,448.33401160851236,492.7822857572321,588.5878433611933,426.0524495442708,421.45445908278,496.7197685910944,507.0226743265676,493.43523067340516,446.0110396753919,573.2240777266653,517.2964511800309,511.2099276090923,402.25816139647367,667.258595249109,513.8052276243646,571.6430436519154,358.0154377163305
