L pelvis,R pelvis,L knee,R knee
100.0577669166259,99.89801145436643,176.57566296796415,173.91331181681932
115.54173454833258,84.49811035898793,174.51871096214737,173.29542727956294
116.05211599979735,85.3866967713471,174.550645273454,176.16350603617815
121.95970556816826,84.96272647893339,175.5896729186973,178.91965066612835
124.03865207249618,85.32967184230252,169.01876443448683,178.83185021746175
105.75420252172017,102.9978850474875,171.57212873733064,177.01421590397675
106.49864899880565,104.26764558254204,169.25357874066972,174.10744732772324
114.41700008040262,96.21594397984776,168.47418601994553,175.38037405848044
107.9325648658033,105.0864271350302,165.65529015461482,173.722743794332
107.690582077329,105.1519895556603,166.8642717394148,173.54213856025956
124.31510110396057,94.36251208883654,158.80334773724172,171.71133647234691
114.7234928767528,114.97416332203292,161.0323506049409,153.7606286079456
113.15802708980058,119.48549750536432,159.23651294391854,149.64780715342434
122.83605608931626,118.54979808930581,155.0754244957705,146.18460624221652
122.57493585710364,118.5149624402241,152.4264816473293,146.25307962076477
149.40298850838107,105.18409594068913,131.54281946243287,144.62181234755985
133.0506395770275,143.06154016955622,123.33385452641745,133.87315032442334
144.7703117578288,137.66479394432835,120.73319394569866,133.05004415180267
160.19709102980124,147.21444663503877,107.34915879584433,112.67110911065913
153.79714452982648,146.45892024330055,110.32692295222138,112.96212999578516
166.32956849561035,145.8145095799469,104.76216337326039,112.59332308838584
178.0918946976264,153.17837326023735,92.16144522596194,106.90499404624005
170.62382568152293,166.0414945661155,91.16564219583482,98.4513517816781
178.96478692299095,157.75745468293738,87.25073662259176,94.24355670921379
178.3392095141406,158.29100524787484,86.81436196862242,93.57832229180852
178.4137440097181,157.46156726191046,87.86741078991798,93.95667904279355
177.93661648113502,151.8813190138209,88.49822856641607,102.80121098319528
176.2823568099164,153.65857733994267,92.85016720718444,106.1344560212774
176.70471666225913,129.60812023238742,101.50593846533246,122.2686031062252
177.39424751548725,129.78000037612884,100.93853717353471,122.04769850410305
159.81819443572368,147.98029994527246,110.57778723155629,110.87971234938671
139.8781932731077,149.85535767315994,121.22239644599189,119.5654425447065
132.8143206621099,124.3938946225582,135.36949931911388,143.9883821257689
134.1920844803444,122.13423996946844,135.41529046337416,143.59230991016733
134.38821073909537,122.08758611115988,135.1776717727852,143.64727822510002
119.74279070178402,117.04400709144893,145.21248470699382,161.77913902461742
106.65413277157563,118.51101936693013,167.90128166567612,156.5308306732296
115.75270892340389,94.80782991773444,167.1398011494715,174.62300624963285
118.6733504363325,102.97262236419475,163.60827673946775,165.0865561157463
118.43511839625543,102.88896425573645,163.75834412446414,165.21156221402785
116.81479516343349,98.45399521611124,166.67776611834478,170.78957703023056
116.6524586364682,95.28898061047758,167.18012746538108,174.85993545296057
105.61807782353392,104.9466373604793,169.3637245819194,176.24771410937018
105.64217231787072,105.02977300691376,169.29070591781868,176.1855888805157
112.72214980045702,95.01818650892763,172.10989350355953,176.52247973820033
105.49605089356416,100.03784090749997,174.64166226867044,179.84036366481368
105.21036570214369,98.51148066966815,175.4585334040599,177.09839371169755
103.79654405091567,96.69556095964789,177.91949314677166,173.46679493049103
102.9477896643637,97.02731795498717,177.72262000628365,172.8959739557201
102.84551130765325,97.1554818457239,177.85358445912928,173.00184963046595
101.71045274398902,97.84096130274497,178.45687059804465,173.06518894077118
97.54581540843044,105.90076362700025,177.3965366564146,177.46423389599408
97.00051824666492,104.56924190775054,176.0691156542614,174.43596562594536
96.26036880992785,104.99868696845049,176.41902377663405,174.16096542523184
96.08010223785284,105.1320410682432,176.50797486644177,174.14182412491266
99.66442039749992,102.94087041147328,175.7058853306163,175.91211213813583
97.77821047188036,106.91347864535531,174.56544501532957,179.12241921310692
107.6776707794356,97.85067380113422,172.32885144933127,179.36761377293377
107.5942779971081,97.94844274721684,172.37358970714618,179.50852146426956
105.68625034322243,102.89361549341223,171.1028090938587,175.35405616241079
107.6245453505803,102.88077578421408,168.4756055571057,174.0234724771418
108.87005963351682,107.16129110425447,164.95931466066202,168.88541198071266
111.62169050196154,111.94400661397029,158.75072626957558,160.26335856325895
111.50903775656862,111.42848000646855,160.85438697687442,160.79230592804814
100.44786208516928,127.60786114712975,164.12525292687175,150.40798973879518
114.2758771879993,122.12735389132091,156.64988988143236,149.19761246393796
116.52751090052928,111.87608489965176,158.55848270700787,170.91547716733396
131.36420667712298,129.0356293095801,130.6202935084223,140.72684378705284
132.68871508819626,129.10120846714014,129.42414071088447,140.5188776013635
132.59479509086336,128.07614968866335,130.2196281387594,140.54024822592834
147.80342881310312,135.77962563625567,117.52839494189772,126.3202766813581
139.90615191858544,149.22803184798505,115.70642299097833,125.785425124208
147.6448791753341,150.04774489679997,111.66973194409148,118.13423382914287
147.77557768985838,149.9878945045596,111.7640871442761,118.30236749386921
166.50257309037872,153.36283136940878,96.92204839325115,113.2286668874671
161.80267690921073,154.65028673809533,101.78955642513105,110.96234415017958
160.01817029799574,158.04863930691636,101.81467302987122,108.42459938656958
163.7524148078138,152.8015649119604,100.30152306069188,112.51427729521016
163.79381082718214,152.57891703021866,100.31579923384706,112.68935896441472
166.74474668561805,144.4660107330954,96.86130371054442,130.80305682321202
151.13923004979685,144.71510883750108,112.18675097769423,122.39839045451329
133.20558081399605,159.39419857430957,122.82182462630148,114.59255038927527
120.6256115521506,150.36919342832613,130.95612642920787,130.32922928981148
149.97141875249187,132.00723610518983,120.74964825201666,130.20813335471422
136.8248069526965,123.34064377808923,131.3776623620305,143.36430586347328
104.72597561050186,142.8909575546953,154.30540206291067,142.67903471911782
114.8627698290857,115.67399596977799,161.39878643300372,161.35793615342752
110.12663103443406,114.8428882986674,163.7117730111398,162.46790932982208
110.22267383532704,114.61998414203256,163.83782495169038,163.8752874965498
113.71846790017918,113.68754872113054,163.34950524808235,157.26154405806972
115.59853092406321,104.4213684267241,160.29460888008344,170.69758697105007
110.14711288857112,109.36558259571683,164.39475046173325,163.3475607508645
116.45448854048972,96.4189380810076,168.60993823379027,171.30363953359105
120.5077867462364,92.47320272000846,168.45488361603913,171.46453643744294
102.41128921196129,108.34510397853742,170.44921835775497,173.50892458733077
105.77387147902374,105.8606176315709,171.52035979814508,173.51545469014326
102.56504097316267,101.68522537713253,178.32738911074446,179.67095219146532
103.28840188311398,100.74011074387663,176.86014358982362,179.81576096882893
103.59204161522447,100.4917924054395,176.75588163368974,179.83073658248625
104.88614909000235,97.2751939250197,177.50479719716787,176.57083118648436
104.08062278187603,98.28206425562568,177.98298311535848,176.51413656555593
101.36541000711478,101.27839658828648,176.84032744214096,175.39419722115852
102.88673488547916,99.139735250791,178.1371471507146,176.1645616499982
102.98226505156367,98.91906255932955,178.20361885337377,175.90837892525127
102.41228146366161,99.30769664567904,178.4004985302176,175.98163504111827
102.84706363990605,98.88681295104952,177.93462834884141,176.32450352954348
104.79988301461549,98.9353887889397,176.69210645501465,178.24794706214894
106.42263152575624,99.6457177803277,173.64152123476086,178.65800306109452
106.42111111571404,99.80246410229276,173.57288552522007,178.51816720108633
101.06779536284846,108.06074922301906,172.00237030680992,175.734240038836
106.89585006820325,104.68935275875124,169.27389176811877,170.5238783545742
114.19314797679577,99.92793929471328,167.35003367537354,171.03718648691512
117.99252236236234,98.94869174912762,164.11528587428276,169.78055367170236
118.21917094308606,98.76255854419506,163.99245954835519,169.82142701098763
115.40026142122584,112.40115352346426,150.82451335071863,162.98658264357505
118.86796589014018,107.96170469265594,158.45549414703407,161.28431611191945
106.29487636578936,131.70703956662067,158.48422028154835,145.15334670489827
122.24788082961673,111.65867928145873,151.19878981319172,165.34308013482678
122.74625530863821,111.33994739476297,151.38338477650956,164.87431434658077
135.25795296621803,127.72509734146401,129.8618631785111,140.61440239950588
119.79440278318629,154.64175878360683,132.97000040396114,123.75313352848045
149.38973439795424,142.2139391383365,120.18987206263351,118.40300849172388
137.77630100299376,168.2769905500862,116.74281403493083,106.80158313563253
137.25232116301774,168.7100978640009,117.04688244965403,106.67851008134967
172.52447974923749,156.09758984075938,97.48448165219496,105.73724512059842
162.0432841666653,160.12062733621008,101.09993341654668,102.08362676764676
164.9374317621318,162.63359962248225,97.78716809527752,99.18130293471783
165.0884129780597,162.4043807416279,97.16791326950268,98.3989576920752
165.73511869862057,162.0446129885021,96.53670529484373,98.41802397201404
159.1200352501942,158.93337147977797,103.12153888306632,108.869225412786
157.63617401987887,157.96357054168374,104.79674317764756,105.70978003647535
163.50728122556734,154.19167336220588,102.33370192588316,110.84404945320175
148.29055130323968,146.1914218766874,117.24147467077319,119.31510566289796
148.24061271454613,145.91681959006283,117.17369186520358,119.25392009819033
146.38599313862773,143.5497203344707,120.59386384201466,116.74410800138267
144.6777790574549,138.29476563660688,127.9319050348198,119.5696151298273
138.35217167880327,120.82397622648925,131.83423033039583,143.5429386610142
136.38386695580465,123.37814003326895,134.01938503483277,140.30706145195404
136.6741729719395,123.51876508251118,133.79438224178094,140.18154502042668
119.68652740271426,113.26049934738168,156.68303963809836,160.06838165318203
119.84199078277126,119.99502796286517,159.0800171983575,146.39039419230798
119.84948752468192,104.21448725849565,162.5701670412369,161.70600467107454
108.55974315274612,115.92600883851274,163.64547263725728,158.58599214084433
108.42359807396397,116.13515645285993,163.5505146854973,158.57690057515953
102.57290740982397,120.8890006739529,157.63141009601796,160.39110851127865
110.79448462949524,106.3210304769947,165.24313477962377,168.44080354429556
114.33365278727297,100.33617139035675,168.52548585302785,173.00036815299197
115.06190317924212,94.28263452545966,169.73307277637906,175.32446727384303
115.3089049501601,94.20667630716136,169.5473181438304,175.1276452154326
105.03203874328847,100.51720226692717,173.19718778543043,179.34782803948374
103.74746477761242,99.75525681465187,176.78407049702486,177.51924489336582
103.05622145461115,99.57469790979536,176.11780436931772,175.2264211684105
101.8884286441331,103.49827511862429,175.8110871514249,179.67606021125752
101.7842714849577,103.38828357606324,176.836046407785,179.54964011848983
114.32459151414092,89.41616421307701,176.55598212335784,178.75011213797626
101.54617159595266,103.90750144511522,176.16498083916233,179.79521238574253
102.11727539560479,103.35948188542774,176.01169205748016,179.97029722150845
102.52085962826925,102.01909414555514,176.9351403717609,179.85546821222917
102.66906052226966,101.80788367454085,177.02389735917254,179.83740905736707
103.4753280110009,100.58087467125026,175.95511420487108,178.34177006684158
103.06108508259277,102.24645449688627,173.37572601881175,178.8315674760922
100.95541681479094,105.77148301678518,171.98274435959877,177.19539697085582
108.25884971606055,101.57601799375988,170.9302952824203,174.594563913681
108.00986602486721,101.79629614878897,171.01380161656033,174.55972391700487
116.68816839133304,95.7847021777358,167.51467268321758,173.39984186443635
111.01328324134467,110.83004454389994,164.0780376203401,160.22898839025603
121.4195988755901,97.18722405840687,161.43489055811446,170.35961350643117
106.0823755332877,121.84347184056745,161.3623131738638,154.5470700625175
106.16755138493714,121.53287258285124,161.04804115916968,155.15644681282984
109.74174832247735,115.68626142423705,157.69354229027115,167.36370450479802
121.35341416404623,109.21023336821239,154.55204280457656,167.92808496577132
103.42975292253762,144.48153453569697,151.31938811877706,141.20261946282275
120.90987957871798,126.81539488475623,132.91717192297222,167.12854621520316
120.21716437161152,127.30882841946362,133.53012080205733,166.7617705324486
151.77801033078242,135.39366583018142,115.92871469295793,123.91241564396114
149.8529547820623,142.63731538475417,115.5819552540779,120.07425436368482
140.20322331245745,168.78482215869298,113.89180481363415,108.31478209658417
165.55256932466338,155.61564036116894,98.32748296033802,113.33611011698713
165.17290377317775,155.54508807517746,98.35212126004373,113.70205541330719
161.80904716819126,163.7635219746424,98.92390154539636,105.83036272836777
151.88573555804356,167.92078791547834,105.78672359964531,96.68917539208428
156.55176885672904,158.6985281674654,104.54138508339472,104.05915460958212
159.6383402991005,158.44589055648825,103.86857416435963,107.67441492718575
159.3959074008808,158.52539735970782,104.01542902034696,107.89536397331482
150.58690557683036,136.18777217332962,113.11546537212291,141.30291049314621
158.25189799651284,137.07547408505897,108.82427343462713,125.80311822666417
151.6714916126561,118.37011877414068,120.03891418472868,149.93616573020978
123.61364312691958,139.0260811269877,130.7212534037958,141.95321545469918
123.43409813513738,138.95607108224348,130.6000415945649,142.31137547616868
134.99302903806534,114.87105223782561,134.91123993707305,159.8487530454849
124.75685909575382,129.04774159682887,140.12309611142564,143.34739543448055
110.99101210825759,121.86594397663956,172.8897611300285,145.10175267246296
111.57751739553825,110.88239582987674,165.62945646745018,161.62836059482433
111.38857215203566,110.9244650946754,165.55979614720877,161.77161700345962
119.204822751826,98.82066020438786,161.31378714380782,170.56355479556478
102.75776443289998,121.37915768086354,163.82130842466086,157.6183080055861
120.85405746927283,91.5529043895832,166.0205093241445,174.72338055851208
102.53613063643635,108.95769716895664,169.3836656730537,173.37168852916778
102.55479245975292,109.01782270211987,169.3065783444999,173.24815033660326
105.85451134328007,101.80425679251022,172.5773692012211,178.58028943131546
105.4677241435775,101.0234399340159,173.02057327802083,179.87075383202102
106.61060311682994,98.42317825446854,174.2841479434529,177.58557918376644
102.29627343944813,101.3447378021346,176.31012310147813,176.23868413501978
102.01623693878237,101.51237209392727,176.29391689432356,175.9704402553286
100.21874641566477,102.18722723251943,177.33350005008276,176.10706312223033
99.19647147310889,103.25731591598321,177.33035023956486,175.36262282428623
98.35149453926604,103.8676583638174,177.5977755356008,175.4022925600623
98.19882822465628,105.11353795176353,177.50413648952423,177.36846092334034
98.35837786186964,104.98520126169159,177.37137222027573,177.27996382737624
96.71129237222532,106.42737686193497,177.33821308967416,177.74912783394393
99.28774052808326,105.72439487306566,174.7072405642922,178.7126404537837
103.4543044669413,102.13835639474753,172.48199565077027,177.96095713173924
105.4010028345442,102.21815117370667,172.76007849405295,176.0748575176059
105.59900380215207,102.28506096124518,172.49985140237368,176.0082848684904
102.70095792476668,107.91218226325915,170.75560040841935,171.58361058314483
97.71953368665386,118.2878417514954,168.36499045739433,165.81128281794292
112.4275485894556,109.39458094823745,162.11869471158036,159.69177678443486
120.52325976193815,99.96475230110644,163.93189807222984,159.83939028343488
120.28713774656462,96.38364430515438,163.8631837803273,169.5421338453581
109.76520873142367,115.37520734263902,158.306863660319,164.6718989635206
99.88679139043639,135.28516841326004,161.9341133251847,145.0619458112503
121.66311034928795,111.84611229843077,139.87742697066417,173.35448085329713
105.8867810452991,141.77439289121068,149.83988933438167,141.56419568381264
105.29284715662497,142.94247850294437,149.83584475820834,140.73710398136672
132.33753598463116,127.95800322330567,128.98708210421526,141.31546085408115
150.2884466242805,134.05659248564314,116.77762891927493,126.98480512196852
169.81354094479096,147.0408359500428,99.83740390778775,112.39391109920821
168.47881756484378,153.45144096470523,99.6821201551711,109.87192916006245
168.60167301273054,152.16418150534994,99.78702205825334,111.21749676897775
167.06068969289385,150.74562752325133,98.74343206314775,113.48306436874752
153.15272182060693,173.58354792644727,99.6794689136959,101.92008692711197
156.04799769963583,168.81404087329602,100.62682771423155,105.66838166541488
156.53929708664234,151.3161003270831,105.00240852188278,116.22008593397986
156.81302279905438,151.22983253518552,104.87428306109372,116.23213914997709
165.7354204092404,157.8521272512366,98.53767276996277,108.55486985601515
143.0360683085298,146.05626507135509,119.24171940006713,122.56919381376795
166.76208762301584,145.2314925394759,104.30320975076637,112.50270066327083
143.73445553198954,143.12330962267967,123.91508157763946,119.26769188446283
143.66751917045744,143.26262049266006,123.96046703440085,119.44358086342402
135.56712828635534,125.91957531055805,132.35701672603795,139.85555363101926
136.37093791695182,122.24257015216233,133.3720465526065,143.72449273568472
117.96564382432774,112.78890958594042,157.68774075870903,170.94787258424353
108.89369132196033,113.77238260300766,163.7296090315479,169.1221309758015
97.98042150898696,134.6647915102286,163.87278435470358,152.40951693551133
106.25067360369403,118.24928619816647,161.78366227263388,160.52984099281775
118.21578358555965,99.16476046965934,162.44341535761373,172.89570266633646
109.82009287832918,112.62004659205664,164.96567687667422,159.92393966824073
113.46480204437768,99.42112367958734,166.71472187625525,173.0851549736193
113.60622115585616,99.49486012243429,167.07725422311614,172.81652701676182
99.98765245025633,112.96595194016218,168.7259383889844,172.53082989862656
99.09264469476324,109.65561570927065,173.0794893967043,174.95406495545237
103.40583101944806,105.18376256244476,174.91358188560133,174.8047094344369
103.24890228298712,102.09189560669203,176.08044804924836,179.54175651440906
102.98208980134815,102.10156221508198,176.36012150684303,179.68617395336054
104.69151877441493,99.64812392463662,176.656648369776,179.20354808178337
104.95469926495439,97.74365182371133,176.38639193746775,175.05398169599877
100.37327842627573,102.72782726218969,175.43454528176,174.15844962535417
101.30019986060123,101.56359309527642,175.4917837424241,173.5031303152512
101.21148555632524,101.6589208806499,174.70112694708564,173.52130452206515
102.80939938150141,101.53431768227256,175.43799030046375,176.50710391747205
97.18365745210836,106.4800349399522,176.60714665274358,177.5634614556989
97.77365789274114,105.88921532226627,175.14521583681073,177.96012677471296
104.8371271711652,100.6075209333356,174.3611706013228,178.25475955012323
104.85879404140675,100.66667916154901,174.3492275850296,178.20224243107108
101.14928381211175,108.31573821904185,171.89631383012053,173.9678622648077
101.31887151335361,110.63772087569473,170.25641058175236,171.23921533966777
107.44305971442434,108.21617889859762,167.02281727855703,168.03772658479727
99.23499940411158,121.17316415708672,163.88120670473475,161.19735567530014
100.0791958576031,120.66427233589087,163.51944139120383,161.08047575250453
120.82811780973195,104.08919079557046,160.30326368924932,162.42477103521608
120.42321308088067,103.90874071999072,159.79204888966197,163.04043291747772
115.4698310722642,110.21374872304406,159.9596680139761,167.482065736679
103.578040702905,142.3047158813225,153.04155046741838,143.13997816980327
131.9245266335502,125.53240336382535,132.90445120386786,143.04546711295177
136.80152849679925,113.52001816926341,152.89488519735352,143.78190720298568
148.66281820396097,127.32324190166307,118.86875870623436,139.212908411191
168.05383714919117,133.4675418282134,111.31722817136195,114.71705762987428
131.75783670914575,168.21281965126062,117.64045598793805,110.59072051704436
168.8270214316268,150.02335404380634,101.63713437825687,110.69810781038359
178.55100503211085,147.7280140361788,93.31654744891576,113.02099199220473
176.13187246411152,160.85812886213867,88.99609954448823,99.76622089603084
162.68760353788218,158.55544978436222,100.34495762184724,108.23769935610598
168.77591704958317,162.04681480101746,93.73179213558213,103.76081005357085
168.11573744130004,162.80157119431115,93.96017829075676,103.44473614461006
164.46646506729928,167.3710889910223,96.95258134973643,104.89736293648711
179.4979108055461,133.762801160238,95.72703911340446,131.22540358870447
162.1259248898308,146.13574854027317,108.3544806430647,115.42814490624687
154.20059573122262,135.30593473748604,116.50446357840256,125.85102217017992
146.42743259911532,138.5628926977301,121.24648423673133,125.5619985110994
144.50343992104004,131.34895894378997,125.8548484833062,133.99721972961746
126.77129223053024,136.81928530539912,134.39546142581767,138.5982026298411
121.41767779017876,111.03221094413833,157.22892101418793,169.00423849251973
110.69818372505145,112.6954713227652,162.85977326077253,168.9883275881523
110.80639029295929,112.69148570302791,162.57674881159562,168.95789556743276
119.17317765157465,108.78987778093574,150.04218936338637,164.03010202814968
107.8788842732155,117.31340950823366,162.69996469328186,157.76684119942456
98.92816805295791,123.31473743725009,162.7192564352654,159.22228760435107
119.06991142170023,96.07600243512032,167.37944221757425,168.3178212583757
118.89959364068756,96.24312848962265,167.36678059950412,168.37056308460427
108.84540499284414,109.41801013142121,168.12929087347536,165.30081072128695
105.58231191818086,107.43406079255524,169.6709935375216,170.61772607791946
103.11402557199884,106.68426454397073,173.10668090935613,174.14558854447606
101.83999681238441,103.84689482274304,175.67815847730137,179.38880690103784
101.81118324662343,103.78290955931713,175.8115539115896,179.49576383620948
104.74478675888801,97.72220617100866,176.97203947445368,175.23883912351758
103.26348596201782,98.87198612282634,175.96584456932155,172.99956337815163
119.25608854385763,82.64490133795198,175.0263279341151,171.81096756255639
119.43767139388882,82.46202233222236,174.9380691367909,171.75200313266575
103.73729368136834,102.16462753147658,175.32153163804574,179.1509777385643
96.1205473724502,107.08663235448314,175.4254733233357,175.8255771426897
97.9031757268655,107.52363226563043,174.4170643642387,178.99192636972032
118.46408180604519,87.62989173938443,173.3728631084063,179.03310227077085
118.6709178098078,87.6174448939887,173.21808021490062,178.86823315636977
124.84491063080026,87.2829919997224,169.51355874906218,174.31149926188283
104.00358830000788,106.34256009712848,170.588274336731,174.4541718682127
106.5719199043758,105.88600311146007,168.22542214278155,173.81815717874662
107.29949965232312,106.74792271329122,166.07549015235819,171.61575092015804
107.2191885813477,106.82521086326143,166.23221883232523,171.43015365665883
100.10810495766204,122.71488888804689,164.07049341037455,157.05250801691957
120.21729770427713,102.72930879284102,159.49503011528304,166.0559678828703
117.8158697310183,104.04590949135377,156.29100631961128,174.59385745689082
112.70776923749388,107.80533712896789,160.23732444110962,174.8764738533463
112.92460251202527,107.45072731761357,160.3412066564274,178.53276275653047
117.53712766943681,123.46396822967861,150.56644261007938,149.15552727692722
123.50774881546464,123.54345336497815,130.63136309058098,168.8489464649895
150.06049237234507,130.03166152810883,119.32680480149239,131.8221734421823
135.2608455876445,156.57836309126986,121.46411531809684,114.56926889762472
136.04132029533875,155.56210566805603,120.71673673980287,115.21712341076528
137.01730497467835,156.34206114459656,116.4346913780976,120.19762971299112
173.4345308546414,144.92886622034698,87.2402292940013,109.75697380178136
153.47118865927948,171.4489299689916,100.50900608725537,101.2368234731608
179.19960055924065,150.20995384300775,89.519854374648,107.49807745731806
179.26263887549138,149.61327819897082,89.76258108282289,108.38651202439459
172.6944047696792,158.6382958362663,91.66040044294763,101.94655576488208
175.5131053676453,160.2543114349872,91.04075852714769,101.26344480199822
167.01432673089784,149.4385640607059,102.0762128024648,114.4115538854156
160.3301984243364,146.88221503131336,114.33232735353867,109.17389154126977
161.00849163215557,147.2517763835723,113.72505752778036,108.75521046193515
147.90341338339246,133.28839617505415,121.79455417173662,127.54317088579309
118.89655691982763,142.7946328488096,134.55443175138404,139.04122035336349
134.39817254772498,123.28710021372558,133.46779906102032,142.1296858975063
118.8179684476128,113.45385885981659,157.44452888533397,161.9914244969733
118.61482956553044,113.58801212052592,157.6446993675062,161.90036548317363
93.43456326016869,134.0524677027765,163.01927532451003,163.17006433120315
107.09649804666971,114.50199666343131,163.29535540580852,164.4073544170044
117.29332130160616,101.7009535608533,161.52077477541297,168.9736083846893
110.40054966875205,112.29521269985187,163.1604764209057,158.27638373394592
110.23420324892982,112.37106520471258,163.1092299253787,158.37728844212052
113.689047037667,103.05011382492059,166.13356932947673,164.2690424876428
99.06356489336692,113.38853411460816,168.3490981636362,170.9696730654606
104.48870626508433,105.95575566076482,171.8056696465311,172.4022338583678
101.04431398858996,103.55479437647922,179.86257347957198,176.44873705991046
100.78676746715645,103.47419273579538,179.44935957233182,176.569644217231
123.61471074055,85.86110657529828,171.29232083210852,178.83275693596283
124.01252535854273,84.02275635065729,172.38389208705715,178.98530169667845
123.4707077514275,83.23254004579707,173.25768990681735,176.8044885558413
124.21296296094215,82.71581892726707,172.5271948486889,175.89492706418935
124.15844856205122,82.85168725420498,172.44389538610267,175.91716064267348
96.95626156892122,107.08653984943811,177.07399368367462,177.9009376903776
102.9373385114665,100.45057454314289,178.24904262311742,178.69898371925785
110.13562386865108,93.02624475143246,178.18864323502314,178.9773142785513
